title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Eraserhead,movie,"Fantasy, Horror",1977,tt0074486,7.3,134445,
"The Man Who Fell to Earth",movie,"Drama, Sci-Fi",1976,tt0074851,6.6,29696,
"Sherlock Jr.",movie,"Action, Comedy, Romance",1924,tt0015324,8.2,60502,
"Mulholland Drive",movie,"Drama, Mystery, Thriller",2001,tt0166924,7.9,400701,
Sommersby,movie,"Drama, Mystery, Romance",1993,tt0108185,6.3,23839,
Breathless,movie,"Action, Drama, Romance",1983,tt0085276,6,11119,
"The Hidden Fortress",movie,"Adventure, Drama",1958,tt0051808,8,43602,
"Point Break",movie,"Action, Crime, Thriller",1991,tt0102685,7.3,211149,
"The Third Man",movie,"Drama, Film-Noir, Mystery",1949,tt0041959,8.1,187950,
"Escape from New York",movie,"Action, Adventure, Sci-Fi",1981,tt0082340,7.1,163759,
"The Wind that Shakes the Barley",movie,"Drama, War",2006,tt0460989,7.5,56262,
"Catch a Fire",movie,"Biography, Drama, History",2006,tt0437232,6.7,11157,
Dreamgirls,movie,"Drama, Musical",2006,tt0443489,6.6,78579,
"The Miracle Worker",movie,"Biography, Drama",1962,tt0056241,8.1,21150,
"The Queen",movie,"Biography, Drama",2006,tt0436697,7.3,117270,
"The Talented Mr. Ripley",movie,"Crime, Drama, Thriller",1999,tt0134119,7.4,258736,
"The Remains of the Day",movie,"Drama, Romance",1993,tt0107943,7.8,87740,
"Rocky Balboa",movie,"Drama, Sport",2006,tt0479143,7.1,235991,
"Hannibal Rising",movie,"Adventure, Crime, Drama",2007,tt0367959,6.1,118420,
Hollywoodland,movie,"Biography, Crime, Drama",2006,tt0427969,6.5,36431,
"Letters from Iwo Jima",movie,"Action, Adventure, Drama",2006,tt0498380,7.8,172895,
"Lonely Hearts",movie,"Biography, Crime, Drama",2006,tt0441774,6.4,22689,
"Because I Said So",movie,"Comedy, Romance",2007,tt0490084,5.6,40826,
"Street Kings",movie,"Action, Crime, Thriller",2008,tt0421073,6.8,123047,
"American Psycho",movie,"Crime, Drama, Horror",2000,tt0144084,7.6,764309,
"Monster's Ball",movie,"Drama, Romance",2001,tt0285742,7,95850,
Rocky,movie,"Drama, Sport",1976,tt0075148,8.1,652249,
"Rocky II",movie,"Drama, Sport",1979,tt0079817,7.3,238098,
"First Blood",movie,"Action, Adventure, Thriller",1982,tt0083944,7.7,285966,
"Rambo: First Blood Part II",movie,"Action, Adventure, Thriller",1985,tt0089880,6.5,187999,
"Rambo III",movie,"Action, Adventure, Thriller",1988,tt0095956,5.8,143945,
"Rocky III",movie,"Drama, Sport",1982,tt0084602,6.8,217545,
"Rocky IV",movie,"Drama, Sport",1985,tt0089927,6.9,233190,
"Rocky V",movie,"Drama, Sport",1990,tt0100507,5.4,154674,
Houseboat,movie,"Comedy, Drama, Family",1958,tt0051745,6.6,9968,
"The Fountain",movie,"Drama, Mystery, Romance",2006,tt0414993,7.2,252056,
"Me and You and Everyone We Know",movie,"Comedy, Drama",2005,tt0415978,7.2,37907,
"Out of Sight",movie,"Comedy, Crime, Drama",1998,tt0120780,7,101928,
"Duel at Diablo",movie,"Drama, Thriller, Western",1966,tt0060355,6.5,4491,
